TimeS,IntTemp,WetDryState,
15:19:59 23/10/12,-0.31,0,
15:24:59 23/10/12,-0.59,0,
15:29:59 23/10/12,-0.04,0,
15:34:59 23/10/12,-0.86,0,
15:39:59 23/10/12,-1.00,0,
15:44:59 23/10/12,-0.45,0,
15:49:59 23/10/12,-0.04,0,
15:54:59 23/10/12,-0.18,0,
15:59:59 23/10/12,-0.59,0,
16:04:59 23/10/12,-0.59,0,
16:09:59 23/10/12,-0.18,0,
16:14:59 23/10/12,0.10,0,
16:19:59 23/10/12,-0.31,0,
16:24:59 23/10/12,-0.31,0,
16:29:59 23/10/12,-0.45,0,
16:34:59 23/10/12,-0.45,0,
16:39:59 23/10/12,-0.45,0,
16:44:59 23/10/12,-0.45,0,
16:49:59 23/10/12,-0.45,0,
16:54:59 23/10/12,-0.31,0,
16:59:59 23/10/12,-0.31,0,
17:04:59 23/10/12,-0.31,0,
17:09:59 23/10/12,-0.18,0,
17:14:59 23/10/12,0.10,0,
17:19:59 23/10/12,-0.18,0,
17:24:59 23/10/12,-0.18,0,
17:29:59 23/10/12,-0.18,0,
17:34:59 23/10/12,-0.18,0,
17:39:59 23/10/12,-0.18,0,
17:44:59 23/10/12,-0.18,0,
17:49:59 23/10/12,-0.31,0,
17:54:59 23/10/12,-0.18,0,
17:59:59 23/10/12,-0.18,0,
18:04:59 23/10/12,-0.18,0,
18:09:59 23/10/12,-0.18,0,
18:14:59 23/10/12,-0.31,0,
18:19:59 23/10/12,-0.31,0,
18:24:59 23/10/12,-0.18,0,
18:29:59 23/10/12,-0.31,0,
18:34:59 23/10/12,-0.31,0,
18:39:59 23/10/12,-0.31,0,
18:44:59 23/10/12,0.10,0,
18:49:59 23/10/12,-0.18,0,
18:54:59 23/10/12,-0.18,0,
18:59:59 23/10/12,-0.18,0,
19:04:59 23/10/12,-0.31,0,
19:09:59 23/10/12,-0.31,0,
19:14:59 23/10/12,-0.31,0,
19:19:59 23/10/12,-0.31,0,
19:24:59 23/10/12,-0.31,0,
19:29:59 23/10/12,-0.31,0,
19:34:59 23/10/12,-0.31,0,
19:39:59 23/10/12,-0.31,0,
19:44:59 23/10/12,2.15,0,
19:49:59 23/10/12,7.75,0,
19:54:59 23/10/12,10.08,0,
19:59:59 23/10/12,12.40,0,
20:04:59 23/10/12,12.40,0,
20:09:59 23/10/12,3.11,0,
20:14:59 23/10/12,0.23,0,
20:19:59 23/10/12,0.10,0,
20:24:59 23/10/12,-0.18,0,
20:29:59 23/10/12,-0.18,0,
20:34:59 23/10/12,-0.18,0,
20:39:59 23/10/12,-0.18,0,
20:44:59 23/10/12,-0.31,0,
20:49:59 23/10/12,-0.18,0,
20:54:59 23/10/12,-0.18,0,
20:59:59 23/10/12,-0.18,0,
21:04:59 23/10/12,-0.18,0,
21:09:59 23/10/12,-0.31,0,
21:14:59 23/10/12,-0.31,0,
21:19:59 23/10/12,-0.31,0,
21:24:59 23/10/12,-0.31,0,
21:29:59 23/10/12,-0.18,0,
21:34:59 23/10/12,-0.18,0,
21:39:59 23/10/12,-0.18,0,
21:44:59 23/10/12,-0.18,0,
21:49:59 23/10/12,-0.18,0,
21:54:59 23/10/12,-0.18,0,
21:59:59 23/10/12,-0.18,0,
22:04:59 23/10/12,-0.18,0,
22:09:59 23/10/12,-0.18,0,
22:14:59 23/10/12,-0.18,0,
22:19:59 23/10/12,-0.18,0,
22:24:59 23/10/12,-0.18,0,
22:29:59 23/10/12,-0.18,0,
22:34:59 23/10/12,-0.18,0,
22:39:59 23/10/12,-0.18,0,
22:44:59 23/10/12,-0.18,0,
22:49:59 23/10/12,-0.18,0,
22:54:59 23/10/12,-0.18,0,
22:59:59 23/10/12,-0.18,0,
23:04:59 23/10/12,-0.18,0,
23:09:59 23/10/12,-0.18,0,
23:14:59 23/10/12,-0.31,0,
23:19:59 23/10/12,-0.31,0,
23:24:59 23/10/12,-0.31,0,
23:29:59 23/10/12,-0.31,0,
23:34:59 23/10/12,-0.31,0,
23:39:59 23/10/12,-0.31,0,
23:44:59 23/10/12,-0.31,0,
23:49:59 23/10/12,-0.31,0,
23:54:59 23/10/12,-0.31,0,
23:59:59 23/10/12,-0.31,0,
00:04:59 24/10/12,-0.31,0,
00:09:59 24/10/12,-0.31,0,
00:14:59 24/10/12,-0.31,0,
00:19:59 24/10/12,-0.31,0,
00:24:59 24/10/12,-0.31,0,
00:29:59 24/10/12,-0.31,0,
00:34:59 24/10/12,-0.31,0,
00:39:59 24/10/12,-0.18,0,
00:44:59 24/10/12,-0.18,0,
00:49:59 24/10/12,-0.18,0,
00:54:59 24/10/12,-0.18,0,
00:59:59 24/10/12,-0.18,0,
01:04:59 24/10/12,-0.18,0,
01:09:59 24/10/12,-0.18,0,
01:14:59 24/10/12,-0.18,0,
01:19:59 24/10/12,-0.18,0,
01:24:59 24/10/12,-0.18,0,
01:29:59 24/10/12,-0.18,0,
01:34:59 24/10/12,-0.18,0,
01:39:59 24/10/12,-0.18,0,
01:44:59 24/10/12,-0.18,0,
01:49:59 24/10/12,-0.18,0,
01:54:59 24/10/12,-0.18,0,
01:59:59 24/10/12,-0.18,0,
02:04:59 24/10/12,-0.31,0,
02:09:59 24/10/12,-0.31,0,
02:14:59 24/10/12,-0.31,0,
02:19:59 24/10/12,-0.31,0,
02:24:59 24/10/12,-0.31,0,
02:29:59 24/10/12,-0.31,0,
02:34:59 24/10/12,-0.31,0,
02:39:59 24/10/12,-0.31,0,
02:44:59 24/10/12,-0.31,0,
02:49:59 24/10/12,-0.31,0,
02:54:59 24/10/12,-0.31,0,
02:59:59 24/10/12,-0.31,0,
03:04:59 24/10/12,-0.31,0,
03:09:59 24/10/12,-0.31,0,
03:14:59 24/10/12,-0.31,0,
03:19:59 24/10/12,-0.31,0,
03:24:59 24/10/12,-0.31,0,
03:29:59 24/10/12,-0.31,0,
03:34:59 24/10/12,-0.72,0,
03:39:59 24/10/12,-0.72,0,
03:44:59 24/10/12,-0.18,0,
03:49:59 24/10/12,-0.04,0,
03:54:59 24/10/12,12.40,0,
03:59:59 24/10/12,19.92,0,
04:04:59 24/10/12,19.92,0,
04:09:59 24/10/12,19.92,0,
04:14:59 24/10/12,19.92,0,
04:19:59 24/10/12,19.92,0,
04:24:59 24/10/12,19.92,0,
04:29:59 24/10/12,19.92,0,
04:34:59 24/10/12,19.92,0,
04:39:59 24/10/12,19.92,0,
04:44:59 24/10/12,19.92,0,
04:49:59 24/10/12,19.92,1,
04:54:59 24/10/12,19.92,1,
04:59:59 24/10/12,19.92,1,
05:04:59 24/10/12,19.92,1,
05:09:59 24/10/12,19.92,1,
05:14:59 24/10/12,19.92,1,
05:19:59 24/10/12,19.92,1,
05:24:59 24/10/12,19.92,1,
05:29:59 24/10/12,19.92,1,
05:34:59 24/10/12,19.92,1,
05:39:59 24/10/12,19.92,1,
05:44:59 24/10/12,19.92,1,
05:49:59 24/10/12,19.92,1,
05:54:59 24/10/12,19.92,1,
05:59:59 24/10/12,19.92,1,
06:04:59 24/10/12,19.92,1,
06:09:59 24/10/12,19.92,1,
06:14:59 24/10/12,19.92,1,
06:19:59 24/10/12,19.92,1,
06:24:59 24/10/12,19.92,1,
06:29:59 24/10/12,19.92,1,
06:34:59 24/10/12,19.92,0,
06:39:59 24/10/12,0.23,0,
06:44:59 24/10/12,0.23,0,
06:49:59 24/10/12,0.23,0,
06:54:59 24/10/12,0.23,0,
06:59:59 24/10/12,0.23,0,
07:04:59 24/10/12,0.23,0,
07:09:59 24/10/12,0.23,0,
07:14:59 24/10/12,0.23,0,
07:19:59 24/10/12,0.23,0,
07:24:59 24/10/12,0.23,0,
07:29:59 24/10/12,0.23,0,
07:34:59 24/10/12,0.23,0,
07:39:59 24/10/12,-0.59,1,
07:44:59 24/10/12,-1.68,0,
07:49:59 24/10/12,-1.13,0,
07:54:59 24/10/12,-1.82,0,
07:59:59 24/10/12,-1.54,0,
08:04:59 24/10/12,-1.54,0,
08:09:59 24/10/12,-0.86,0,
08:14:59 24/10/12,-0.86,0,
08:19:59 24/10/12,-1.41,0,
08:24:59 24/10/12,-1.54,0,
08:29:59 24/10/12,-1.13,0,
08:34:59 24/10/12,2.29,1,
08:39:59 24/10/12,-0.18,1,
08:44:59 24/10/12,-0.59,1,
08:49:59 24/10/12,0.10,0,
08:54:59 24/10/12,0.10,0,
08:59:59 24/10/12,0.10,0,
09:04:59 24/10/12,-1.13,0,
09:09:59 24/10/12,-0.45,0,
09:14:59 24/10/12,-0.86,0,
09:19:59 24/10/12,-1.13,0,
09:24:59 24/10/12,-1.13,0,
09:29:59 24/10/12,-1.13,0,
09:34:59 24/10/12,-0.45,0,
09:39:59 24/10/12,-0.31,0,
09:44:59 24/10/12,-0.59,0,
09:49:59 24/10/12,-0.72,0,
09:54:59 24/10/12,-1.13,0,
09:59:59 24/10/12,5.84,0,
10:04:59 24/10/12,-1.00,0,
10:09:59 24/10/12,-1.00,0,
10:14:59 24/10/12,1.05,0,
10:19:59 24/10/12,5.02,0,
10:24:59 24/10/12,-1.54,0,
10:29:59 24/10/12,-1.68,0,
10:34:59 24/10/12,-1.54,0,
10:39:59 24/10/12,-1.00,0,
10:44:59 24/10/12,-1.00,0,
10:49:59 24/10/12,-1.54,0,
10:54:59 24/10/12,-0.72,0,
10:59:59 24/10/12,-1.27,0,
11:04:59 24/10/12,-1.41,0,
11:09:59 24/10/12,-1.41,0,
11:14:59 24/10/12,-1.27,0,
11:19:59 24/10/12,-1.27,0,
11:24:59 24/10/12,-1.41,0,
11:29:59 24/10/12,-1.27,0,
11:34:59 24/10/12,-1.00,0,
11:39:59 24/10/12,-1.27,0,
11:44:59 24/10/12,0.64,0,
11:49:59 24/10/12,2.56,1,
11:54:59 24/10/12,-1.13,0,
11:59:59 24/10/12,-1.68,0,
12:04:59 24/10/12,-1.13,0,
12:09:59 24/10/12,-0.86,0,
12:14:59 24/10/12,-1.54,0,
12:19:59 24/10/12,-1.54,0,
12:24:59 24/10/12,-1.54,0,
12:29:59 24/10/12,-1.54,0,
12:34:59 24/10/12,-1.54,0,
12:39:59 24/10/12,-1.54,0,
12:44:59 24/10/12,-1.13,0,
12:49:59 24/10/12,-1.54,0,
12:54:59 24/10/12,-1.00,0,
12:59:59 24/10/12,-1.54,0,
13:04:59 24/10/12,-1.54,0,
13:09:59 24/10/12,-1.54,0,
13:14:59 24/10/12,-1.54,0,
13:19:59 24/10/12,-1.54,0,
13:24:59 24/10/12,-1.54,0,
13:29:59 24/10/12,-1.54,0,
13:34:59 24/10/12,16.37,0,
13:39:59 24/10/12,19.92,0,
13:44:59 24/10/12,19.92,0,
13:49:59 24/10/12,19.92,0,
13:54:59 24/10/12,18.42,0,
13:59:59 24/10/12,15.96,0,
14:04:59 24/10/12,19.92,0,
14:09:59 24/10/12,19.92,0,
14:14:59 24/10/12,19.92,0,
14:19:59 24/10/12,19.92,1,
14:24:59 24/10/12,19.92,1,
14:29:59 24/10/12,11.72,0,
14:34:59 24/10/12,-1.54,0,
14:39:59 24/10/12,-1.54,0,
14:44:59 24/10/12,-1.54,0,
14:49:59 24/10/12,-1.54,0,
14:54:59 24/10/12,-0.86,0,
14:59:59 24/10/12,-1.41,0,
15:04:59 24/10/12,-1.54,0,
15:09:59 24/10/12,-1.68,0,
15:14:59 24/10/12,-1.68,0,
15:19:59 24/10/12,-1.68,0,
15:24:59 24/10/12,-1.00,0,
15:29:59 24/10/12,-0.45,0,
15:34:59 24/10/12,-0.59,0,
15:39:59 24/10/12,-0.04,0,
15:44:59 24/10/12,-0.31,1,
15:49:59 24/10/12,0.10,1,
15:54:59 24/10/12,0.23,1,
15:59:59 24/10/12,0.23,1,
16:04:59 24/10/12,-1.00,0,
16:09:59 24/10/12,-0.45,0,
16:14:59 24/10/12,-0.45,0,
16:19:59 24/10/12,-1.13,0,
16:24:59 24/10/12,-0.31,0,
16:29:59 24/10/12,-1.54,0,
16:34:59 24/10/12,-0.45,1,
16:39:59 24/10/12,-0.59,1,
16:44:59 24/10/12,-0.86,0,
16:49:59 24/10/12,-0.31,0,
16:54:59 24/10/12,-1.54,0,
16:59:59 24/10/12,-0.72,0,
17:04:59 24/10/12,-0.59,0,
17:09:59 24/10/12,-1.13,0,
17:14:59 24/10/12,-1.68,0,
17:19:59 24/10/12,-1.68,0,
17:24:59 24/10/12,-1.68,0,
17:29:59 24/10/12,-1.68,0,
17:34:59 24/10/12,-1.82,0,
17:39:59 24/10/12,-1.68,0,
17:44:59 24/10/12,-1.68,0,
17:49:59 24/10/12,-1.13,0,
17:54:59 24/10/12,-0.59,0,
17:59:59 24/10/12,4.88,0,
18:04:59 24/10/12,19.92,0,
18:09:59 24/10/12,19.92,0,
18:14:59 24/10/12,19.92,0,
18:19:59 24/10/12,19.92,0,
18:24:59 24/10/12,19.92,1,
18:29:59 24/10/12,19.92,1,
18:34:59 24/10/12,19.92,1,
18:39:59 24/10/12,18.42,0,
18:44:59 24/10/12,19.10,0,
18:49:59 24/10/12,18.28,0,
18:54:59 24/10/12,17.32,0,
18:59:59 24/10/12,16.91,0,
19:04:59 24/10/12,13.09,0,
19:09:59 24/10/12,10.62,0,
19:14:59 24/10/12,-1.00,0,
19:19:59 24/10/12,-0.86,0,
19:24:59 24/10/12,-0.86,0,
19:29:59 24/10/12,-0.72,0,
19:34:59 24/10/12,0.10,0,
19:39:59 24/10/12,0.92,0,
19:44:59 24/10/12,10.21,0,
19:49:59 24/10/12,19.92,0,
19:54:59 24/10/12,19.92,0,
19:59:59 24/10/12,19.92,0,
20:04:59 24/10/12,19.92,1,
20:09:59 24/10/12,19.92,1,
20:14:59 24/10/12,19.92,1,
20:19:59 24/10/12,19.24,0,
20:24:59 24/10/12,13.77,1,
20:29:59 24/10/12,15.41,0,
20:34:59 24/10/12,13.77,1,
20:39:59 24/10/12,19.37,0,
20:44:59 24/10/12,8.71,0,
20:49:59 24/10/12,17.05,0,
20:54:59 24/10/12,19.92,0,
20:59:59 24/10/12,9.67,1,
21:04:59 24/10/12,11.45,1,
21:09:59 24/10/12,11.99,1,
21:14:59 24/10/12,12.27,1,
21:19:59 24/10/12,12.27,1,
21:24:59 24/10/12,11.31,1,
21:29:59 24/10/12,11.72,1,
21:34:59 24/10/12,19.92,0,
21:39:59 24/10/12,19.92,0,
21:44:59 24/10/12,19.92,0,
21:49:59 24/10/12,19.92,1,
21:54:59 24/10/12,19.92,1,
21:59:59 24/10/12,19.92,1,
22:04:59 24/10/12,19.92,1,
22:09:59 24/10/12,19.92,1,
22:14:59 24/10/12,19.92,1,
22:19:59 24/10/12,19.92,1,
22:24:59 24/10/12,19.92,0,
22:29:59 24/10/12,1.33,0,
22:34:59 24/10/12,1.05,0,
22:39:59 24/10/12,1.05,0,
22:44:59 24/10/12,1.05,0,
22:49:59 24/10/12,1.05,0,
22:54:59 24/10/12,1.05,0,
22:59:59 24/10/12,9.26,0,
23:04:59 24/10/12,19.24,0,
23:09:59 24/10/12,19.92,0,
23:14:59 24/10/12,19.92,1,
23:19:59 24/10/12,19.92,1,
23:24:59 24/10/12,19.92,1,
23:29:59 24/10/12,18.69,0,
23:34:59 24/10/12,19.92,0,
23:39:59 24/10/12,19.51,0,
23:44:59 24/10/12,5.98,0,
23:49:59 24/10/12,11.04,0,
23:54:59 24/10/12,16.78,0,
23:59:59 24/10/12,11.72,0,
00:04:59 25/10/12,19.92,0,
00:09:59 25/10/12,0.92,0,
00:14:59 25/10/12,0.92,0,
00:19:59 25/10/12,0.78,0,
00:24:59 25/10/12,0.64,1,
00:29:59 25/10/12,6.93,1,
00:34:59 25/10/12,19.10,0,
00:39:59 25/10/12,18.83,0,
00:44:59 25/10/12,17.60,1,
00:49:59 25/10/12,17.19,0,
00:54:59 25/10/12,17.19,0,
00:59:59 25/10/12,19.92,0,
01:04:59 25/10/12,0.78,0,
01:09:59 25/10/12,0.78,0,
01:14:59 25/10/12,0.78,0,
01:19:59 25/10/12,0.78,0,
01:24:59 25/10/12,0.64,0,
01:29:59 25/10/12,0.64,0,
01:34:59 25/10/12,0.64,0,
01:39:59 25/10/12,0.64,0,
01:44:59 25/10/12,3.79,0,
01:49:59 25/10/12,15.00,0,
01:54:59 25/10/12,19.92,0,
01:59:59 25/10/12,19.92,0,
02:04:59 25/10/12,14.45,1,
02:09:59 25/10/12,18.83,1,
02:14:59 25/10/12,19.92,1,
02:19:59 25/10/12,19.92,1,
02:24:59 25/10/12,19.92,1,
02:29:59 25/10/12,19.92,1,
02:34:59 25/10/12,19.92,1,
02:39:59 25/10/12,18.69,1,
02:44:59 25/10/12,19.92,1,
02:49:59 25/10/12,19.92,0,
02:54:59 25/10/12,0.51,0,
02:59:59 25/10/12,0.23,0,
03:04:59 25/10/12,-0.04,0,
03:09:59 25/10/12,-0.18,0,
03:14:59 25/10/12,-0.18,0,
03:19:59 25/10/12,-0.31,0,
03:24:59 25/10/12,-0.45,0,
03:29:59 25/10/12,-0.45,0,
03:34:59 25/10/12,-0.59,0,
03:39:59 25/10/12,-0.59,0,
03:44:59 25/10/12,-0.59,0,
03:49:59 25/10/12,-0.72,0,
03:54:59 25/10/12,-0.72,0,
03:59:59 25/10/12,-0.72,0,
04:04:59 25/10/12,-0.72,0,
04:09:59 25/10/12,-0.72,0,
04:14:59 25/10/12,-0.72,0,
04:19:59 25/10/12,-0.72,0,
04:24:59 25/10/12,-0.72,0,
04:29:59 25/10/12,-0.72,0,
04:34:59 25/10/12,-0.72,0,
04:39:59 25/10/12,-0.72,0,
04:44:59 25/10/12,-0.72,0,
04:49:59 25/10/12,-0.72,0,
04:54:59 25/10/12,-0.72,0,
04:59:59 25/10/12,-0.72,0,
05:04:59 25/10/12,-0.72,0,
05:09:59 25/10/12,-0.72,0,
05:14:59 25/10/12,-0.72,0,
05:19:59 25/10/12,-0.59,0,
05:24:59 25/10/12,-0.59,0,
05:29:59 25/10/12,-0.59,0,
05:34:59 25/10/12,-0.59,0,
05:39:59 25/10/12,-0.59,0,
05:44:59 25/10/12,-0.59,0,
05:49:59 25/10/12,-0.59,0,
05:54:59 25/10/12,-0.59,0,
05:59:59 25/10/12,-0.59,0,
06:04:59 25/10/12,-0.59,0,
06:09:59 25/10/12,-0.59,0,
06:14:59 25/10/12,-0.59,0,
06:19:59 25/10/12,-0.59,0,
06:24:59 25/10/12,-0.59,0,
06:29:59 25/10/12,-0.59,0,
06:34:59 25/10/12,-0.59,0,
06:39:59 25/10/12,-0.59,0,
06:44:59 25/10/12,-0.59,0,
06:49:59 25/10/12,-0.59,0,
06:54:59 25/10/12,-0.59,0,
06:59:59 25/10/12,-0.59,0,
07:04:59 25/10/12,-0.59,0,
07:09:59 25/10/12,-0.72,0,
07:14:59 25/10/12,-0.59,0,
07:19:59 25/10/12,-0.45,0,
07:24:59 25/10/12,-0.45,0,
07:29:59 25/10/12,-0.18,0,
07:34:59 25/10/12,-0.18,0,
07:39:59 25/10/12,-0.04,0,
07:44:59 25/10/12,-0.18,0,
07:49:59 25/10/12,-0.18,0,
07:54:59 25/10/12,-0.04,0,
07:59:59 25/10/12,-0.04,0,
08:04:59 25/10/12,-0.04,0,
08:09:59 25/10/12,-0.04,0,
08:14:59 25/10/12,-0.18,0,
08:19:59 25/10/12,-0.04,0,
08:24:59 25/10/12,-0.04,0,
08:29:59 25/10/12,-0.04,0,
08:34:59 25/10/12,0.10,0,
08:39:59 25/10/12,0.10,0,
08:44:59 25/10/12,0.10,0,
08:49:59 25/10/12,0.10,0,
08:54:59 25/10/12,0.10,0,
08:59:59 25/10/12,0.10,0,
09:04:59 25/10/12,0.10,0,
09:09:59 25/10/12,0.10,0,
09:14:59 25/10/12,0.10,0,
09:19:59 25/10/12,0.10,0,
09:24:59 25/10/12,14.45,0,
09:29:59 25/10/12,16.23,0,
09:34:59 25/10/12,14.73,0,
09:39:59 25/10/12,18.83,0,
09:44:59 25/10/12,16.23,0,
09:49:59 25/10/12,12.54,0,
09:54:59 25/10/12,11.86,0,
09:59:59 25/10/12,10.62,0,
10:04:59 25/10/12,11.72,0,
10:09:59 25/10/12,14.73,0,
10:14:59 25/10/12,12.54,0,
10:19:59 25/10/12,10.08,0,
10:24:59 25/10/12,9.94,0,
10:29:59 25/10/12,3.52,0,
10:34:59 25/10/12,0.23,0,
10:39:59 25/10/12,3.52,0,
10:44:59 25/10/12,10.08,1,
10:49:59 25/10/12,15.82,1,
10:54:59 25/10/12,19.24,0,
10:59:59 25/10/12,19.65,0,
11:04:59 25/10/12,4.06,0,
11:09:59 25/10/12,3.93,0,
11:14:59 25/10/12,10.35,0,
11:19:59 25/10/12,11.86,0,
11:24:59 25/10/12,17.87,0,
11:29:59 25/10/12,14.04,0,
11:34:59 25/10/12,11.99,0,
11:39:59 25/10/12,14.04,0,
11:44:59 25/10/12,13.09,0,
11:49:59 25/10/12,15.00,0,
11:54:59 25/10/12,14.73,0,
11:59:59 25/10/12,16.23,0,
12:04:59 25/10/12,15.82,0,
12:09:59 25/10/12,15.41,0,
12:14:59 25/10/12,15.68,0,
12:19:59 25/10/12,15.14,0,
12:24:59 25/10/12,15.00,0,
12:29:59 25/10/12,15.41,0,
12:34:59 25/10/12,15.96,0,
12:39:59 25/10/12,1.05,0,
12:44:59 25/10/12,1.05,0,
12:49:59 25/10/12,1.05,0,
12:54:59 25/10/12,1.05,0,
12:59:59 25/10/12,1.05,0,
13:04:59 25/10/12,1.05,0,
13:09:59 25/10/12,1.05,0,
13:14:59 25/10/12,1.05,0,
13:19:59 25/10/12,1.05,0,
13:24:59 25/10/12,1.19,0,
13:29:59 25/10/12,1.19,0,
13:34:59 25/10/12,1.19,0,
13:39:59 25/10/12,1.19,0,
13:44:59 25/10/12,1.05,0,
13:49:59 25/10/12,1.05,0,
13:54:59 25/10/12,1.05,0,
13:59:59 25/10/12,1.05,0,
14:04:59 25/10/12,1.05,0,
14:09:59 25/10/12,1.05,0,
14:14:59 25/10/12,1.05,0,
14:19:59 25/10/12,1.19,0,
14:24:59 25/10/12,1.19,0,
14:29:59 25/10/12,1.19,0,
14:34:59 25/10/12,1.05,0,
14:39:59 25/10/12,1.05,0,
14:44:59 25/10/12,1.19,0,
14:49:59 25/10/12,1.19,0,
14:54:59 25/10/12,1.19,0,
14:59:59 25/10/12,1.05,0,
15:04:59 25/10/12,1.19,0,
15:09:59 25/10/12,1.33,0,
15:14:59 25/10/12,5.98,0,
15:19:59 25/10/12,10.90,0,
15:24:59 25/10/12,14.18,0,
15:29:59 25/10/12,13.63,0,
15:34:59 25/10/12,13.77,0,
15:39:59 25/10/12,13.22,0,
15:44:59 25/10/12,11.45,0,
15:49:59 25/10/12,10.49,0,
15:54:59 25/10/12,9.12,0,
15:59:59 25/10/12,2.70,0,
16:04:59 25/10/12,1.05,0,
16:09:59 25/10/12,1.05,0,
16:14:59 25/10/12,6.25,0,
16:19:59 25/10/12,13.50,0,
16:24:59 25/10/12,15.68,0,
16:29:59 25/10/12,13.91,0,
16:34:59 25/10/12,18.55,0,
16:39:59 25/10/12,12.81,0,
16:44:59 25/10/12,14.32,0,
16:49:59 25/10/12,10.49,0,
16:54:59 25/10/12,10.62,0,
16:59:59 25/10/12,1.19,0,
17:04:59 25/10/12,1.05,0,
17:09:59 25/10/12,1.05,0,
17:14:59 25/10/12,1.05,0,
17:19:59 25/10/12,0.92,0,
17:24:59 25/10/12,0.92,0,
17:29:59 25/10/12,0.92,0,
17:34:59 25/10/12,0.78,0,
17:39:59 25/10/12,0.37,0,
17:44:59 25/10/12,0.23,0,
17:49:59 25/10/12,0.51,0,
17:54:59 25/10/12,0.37,0,
17:59:59 25/10/12,0.23,0,
18:04:59 25/10/12,0.23,0,
18:09:59 25/10/12,0.23,0,
18:14:59 25/10/12,0.37,0,
18:19:59 25/10/12,0.37,0,
18:24:59 25/10/12,0.37,0,
18:29:59 25/10/12,0.37,0,
18:34:59 25/10/12,0.37,0,
18:39:59 25/10/12,0.37,0,
18:44:59 25/10/12,0.37,0,
18:49:59 25/10/12,0.37,0,
18:54:59 25/10/12,0.37,0,
18:59:59 25/10/12,0.37,0,
19:04:59 25/10/12,0.37,0,
19:09:59 25/10/12,0.37,0,
19:14:59 25/10/12,0.37,0,
19:19:59 25/10/12,0.37,0,
19:24:59 25/10/12,0.37,0,
19:29:59 25/10/12,0.37,0,
19:34:59 25/10/12,0.37,0,
19:39:59 25/10/12,0.37,0,
19:44:59 25/10/12,0.37,0,
19:49:59 25/10/12,0.23,0,
19:54:59 25/10/12,-0.18,0,
19:59:59 25/10/12,-0.18,0,
20:04:59 25/10/12,-0.18,0,
20:09:59 25/10/12,-0.18,0,
20:14:59 25/10/12,-0.18,0,
20:19:59 25/10/12,-0.18,0,
20:24:59 25/10/12,-0.18,0,
20:29:59 25/10/12,-0.18,0,
20:34:59 25/10/12,-0.31,0,
20:39:59 25/10/12,-0.18,0,
20:44:59 25/10/12,-0.18,0,
20:49:59 25/10/12,-0.18,0,
20:54:59 25/10/12,-0.18,0,
20:59:59 25/10/12,-0.18,0,
21:04:59 25/10/12,-0.18,0,
21:09:59 25/10/12,-0.18,0,
21:14:59 25/10/12,-0.18,0,
21:19:59 25/10/12,-0.18,0,
21:24:59 25/10/12,-0.18,0,
21:29:59 25/10/12,-0.18,0,
21:34:59 25/10/12,-0.18,0,
21:39:59 25/10/12,11.58,0,
21:44:59 25/10/12,12.68,0,
21:49:59 25/10/12,10.62,0,
21:54:59 25/10/12,13.36,0,
21:59:59 25/10/12,-0.18,0,
22:04:59 25/10/12,-0.31,0,
22:09:59 25/10/12,-0.04,0,
22:14:59 25/10/12,-0.04,0,
22:19:59 25/10/12,-0.04,0,
22:24:59 25/10/12,1.19,0,
22:29:59 25/10/12,-0.18,0,
22:34:59 25/10/12,-0.04,0,
22:39:59 25/10/12,-0.18,0,
22:44:59 25/10/12,0.10,0,
22:49:59 25/10/12,0.37,0,
22:54:59 25/10/12,0.64,0,
22:59:59 25/10/12,0.64,0,
23:04:59 25/10/12,11.17,1,
23:09:59 25/10/12,14.45,1,
23:14:59 25/10/12,0.64,0,
23:19:59 25/10/12,1.87,0,
23:24:59 25/10/12,9.53,0,
23:29:59 25/10/12,1.87,0,
23:34:59 25/10/12,12.27,0,
23:39:59 25/10/12,13.91,0,
23:44:59 25/10/12,5.57,0,
23:49:59 25/10/12,19.92,0,
23:54:59 25/10/12,19.92,0,
23:59:59 25/10/12,19.92,0,
00:04:59 26/10/12,18.14,0,
00:09:59 26/10/12,17.19,0,
00:14:59 26/10/12,16.78,0,
00:19:59 26/10/12,15.27,0,
00:24:59 26/10/12,14.04,0,
00:29:59 26/10/12,13.63,0,
00:34:59 26/10/12,13.77,0,
00:39:59 26/10/12,13.91,0,
00:44:59 26/10/12,11.17,0,
00:49:59 26/10/12,14.73,0,
00:54:59 26/10/12,16.91,0,
00:59:59 26/10/12,18.96,0,
01:04:59 26/10/12,12.68,0,
01:09:59 26/10/12,19.92,0,
01:14:59 26/10/12,19.92,0,
01:19:59 26/10/12,19.10,1,
01:24:59 26/10/12,16.50,0,
01:29:59 26/10/12,16.09,0,
01:34:59 26/10/12,15.27,0,
01:39:59 26/10/12,13.50,1,
01:44:59 26/10/12,12.95,0,
01:49:59 26/10/12,14.86,0,
01:54:59 26/10/12,13.22,0,
01:59:59 26/10/12,15.82,0,
02:04:59 26/10/12,15.68,0,
02:09:59 26/10/12,12.68,0,
02:14:59 26/10/12,15.68,0,
02:19:59 26/10/12,15.96,0,
02:24:59 26/10/12,15.41,0,
02:29:59 26/10/12,16.09,0,
02:34:59 26/10/12,14.32,0,
02:39:59 26/10/12,12.27,0,
02:44:59 26/10/12,13.36,0,
02:49:59 26/10/12,14.32,0,
02:54:59 26/10/12,3.79,0,
02:59:59 26/10/12,2.56,0,
03:04:59 26/10/12,2.56,0,
